TURN 1
turn 0: Chief3 trust in Rex: 0 -> 2 (swore fealty after conquest)
turn 0: KING Rex CONQUERED S003 into the realm (6 host vs 4 defenders; 2+3 fell) -> vassal Chief3; realm now 3 settlements
turn 1: Rex joined settlement S001 at (10, 10)
turn 1: RexM8 joined settlement S001 at (10, 10)
turn 1: Chief2 lost legitimacy as leader of S002 (following fell below 2)
turn 1: Chief3 lost legitimacy as leader of S003 (following fell below 2)
turn 1: MONARCH Rex levied 7.9 from S001 by force (no consent)
turn 1: tribute cascaded up S002: 4.7 members->Chief2, 1.2 Chief2->KING Rex
turn 1: tribute cascaded up S003: 4.7 members->Chief3, 1.2 Chief3->KING Rex
turn 1: hegemon Rex controls 100% of the world — the 0 weaker powers COALESCE against it (fear over grievance)
turn 1: S001 entered the Neolithic
turn 1: S002 entered the Neolithic
turn 1: S003 entered the Neolithic
turn 2: Rex sold 5.0 food to RexM7 for 2.5 money (price 0.50/unit)
turn 2: RexM7 sold 1.5 food to RexM3 for 1.2 money (price 0.79/unit)
turn 2: MONARCH Rex levied 6.6 from S001 by force (no consent)
turn 2: tribute cascaded up S002: 3.9 members->Chief2, 1.0 Chief2->KING Rex
turn 2: tribute cascaded up S003: 3.9 members->Chief3, 1.0 Chief3->KING Rex
turn 3: F2d proposed an alliance to Chief2 (awaiting reply)
turn 3: F3d proposed an alliance to Chief3 (awaiting reply)
turn 3: Town5 sold 5.0 food to Rex for 3.1 money (price 0.61/unit)
turn 3: F2d sold 5.0 food to Chief2 for 2.5 money (price 0.50/unit)
turn 3: F3d sold 5.0 food to Chief3 for 2.5 money (price 0.50/unit)
turn 3: MONARCH Rex levied 5.2 from S001 by force (no consent)
turn 3: tribute cascaded up S002: 2.7 members->Chief2, 0.7 Chief2->KING Rex
turn 3: tribute cascaded up S003: 2.7 members->Chief3, 0.7 Chief3->KING Rex
turn 3: Chief2 came to believe 'knowledge is power'
turn 3: Chief3 came to believe 'knowledge is power'
turn 3: F2d came to believe 'knowledge is power'
turn 3: F3d came to believe 'knowledge is power'
turn 3: Rex came to believe 'knowledge is power'
turn 3: RexM3 came to believe 'knowledge is power'
turn 3: RexM4 came to believe 'knowledge is power'
turn 3: RexM5 came to believe 'knowledge is power'
turn 3: RexM6 came to believe 'knowledge is power'
turn 3: RexM7 came to believe 'knowledge is power'
turn 3: RexM8 came to believe 'knowledge is power'
turn 3: Town4 came to believe 'knowledge is power'
turn 3: Town5 came to believe 'knowledge is power'
turn 3: S002M3 took up 'knowledge is power' from RexM3
turn 3: F2d devised WRITING in S002
turn 4: Rex sold 1.8 food to Town5 for 2.7 money (price 1.50/unit)
turn 4: Chief2 sold 0.5 food to F2d for 0.7 money (price 1.50/unit)
turn 4: Chief3 sold 0.5 food to F3d for 0.7 money (price 1.50/unit)
turn 4: MONARCH Rex levied 4.3 from S001 by force (no consent)
turn 4: tribute cascaded up S002: 2.2 members->Chief2, 0.5 Chief2->KING Rex
turn 4: tribute cascaded up S003: 2.2 members->Chief3, 0.5 Chief3->KING Rex
turn 4: Chief3 mastered METALWORKING in S003
turn 4: S003 entered the Bronze Age
turn 5: Chief2 trust in F2d: 0 -> 3 (alliance formed)
turn 5: F2d trust in Chief2: 2 -> 5 (alliance formed)
turn 5: Chief2 and F2d formed an ALLIANCE
turn 5: Chief3 trust in F3d: 0 -> 3 (alliance formed)
turn 5: F3d trust in Chief3: 2 -> 5 (alliance formed)
turn 5: Chief3 and F3d formed an ALLIANCE
turn 5: F2d sold 5.0 food to Chief2 for 3.3 money (price 0.66/unit)
turn 5: F3d sold 5.0 food to Chief3 for 3.3 money (price 0.66/unit)
turn 5: MONARCH Rex levied 3.4 from S001 by force (no consent)
turn 5: tribute cascaded up S002: 1.4 members->Chief2, 0.4 Chief2->KING Rex
turn 5: tribute cascaded up S003: 1.4 members->Chief3, 0.4 Chief3->KING Rex
turn 5: Iris was born to Chief2 and F2d in S002
turn 5: Juno was born to Chief3 and F3d in S003
turn 5: F2d came to believe 'the strong take what they want'
turn 5: F3d came to believe 'the strong take what they want'
turn 5: RexM8 came to believe 'the strong take what they want'
turn 5: Town4 came to believe 'the strong take what they want'
turn 5: Town5 came to believe 'the strong take what they want'
turn 5: Chief3 took up 'the strong take what they want' from F3d
turn 5: Iris took up 'knowledge is power' from Chief2
turn 5: Juno took up 'knowledge is power' from Chief3
turn 5: S003M3 took up 'knowledge is power' from RexM3
turn 5: S003M5 took up 'knowledge is power' from RexM5
turn 5: the Faith of the Enlightened and the Iron Truth took root in S001, S003
turn 5: RexM8 trust in Rex: 0 -> -1 (faith condemns Rex)
turn 5: Town4 trust in Rex: 0 -> -1 (faith condemns Rex)
turn 5: Town5 trust in Rex: 0 -> -1 (faith condemns Rex)
turn 5: Chief3 trust in Rex: 2 -> 1 (faith condemns Rex)
turn 5: F3d trust in Rex: 0 -> -1 (faith condemns Rex)
turn 6: Chief2 proposed an alliance to Iris (awaiting reply)
turn 6: Chief3 proposed an alliance to Juno (awaiting reply)
turn 6: S003M4 discovered 'cooking'
turn 6: Chief3 taught 'metalworking' to F3d
turn 6: Chief2 taught 'farming' to Iris
turn 6: Chief2 taught 'fire' to Iris
turn 6: Chief2 taught 'hunting' to Iris
turn 6: Chief2 taught 'tools' to Iris
turn 6: Chief3 taught 'farming' to Juno
turn 6: Chief3 taught 'hunting' to Juno
turn 6: Chief3 taught 'tools' to Juno
turn 6: F2d sold 2.2 food to Chief2 for 2.8 money (price 1.27/unit)
turn 6: F3d sold 2.2 food to Chief3 for 2.8 money (price 1.27/unit)
turn 6: Chief2 emerged as leader of S002 (trusted by 2 co-settlers)
turn 6: Chief3 emerged as leader of S003 (trusted by 2 co-settlers)
turn 6: MONARCH Rex levied 3.0 from S001 by force (no consent)
turn 6: tribute cascaded up S002: 1.3 members->Chief2, 0.3 Chief2->KING Rex
turn 6: tribute cascaded up S003: 1.3 members->Chief3, 0.3 Chief3->KING Rex
turn 6: Chief2 came to believe 'wealth is virtue'
turn 6: Chief3 came to believe 'wealth is virtue'
turn 6: Rex came to believe 'wealth is virtue'
turn 6: Iris took up 'wealth is virtue' from Chief2
turn 6: Juno took up 'the strong take what they want' from Chief3
turn 6: Juno took up 'wealth is virtue' from Chief3
turn 6: the Faith of the Enlightened and the Golden Path took root in S002
turn 6: Chief3 arose as prophet of the Faith of the Enlightened and the Iron Truth
turn 6: RexM8 trust in Rex: -1 -> -2 (faith condemns Rex)
turn 6: Town4 trust in Rex: -1 -> -2 (faith condemns Rex)
turn 6: Town5 trust in Rex: -1 -> -2 (faith condemns Rex)
turn 6: Chief3 trust in Rex: 1 -> -1 (faith condemns Rex (denounced by prophet Chief3))
turn 6: F3d trust in Rex: -1 -> -3 (faith condemns Rex (denounced by prophet Chief3))
turn 6: Juno trust in Rex: 0 -> -2 (faith condemns Rex (denounced by prophet Chief3))
turn 6: Chief2 trust in Rex: 2 -> 3 (faith blesses Rex)
turn 6: Iris trust in Rex: 0 -> 1 (faith blesses Rex)
turn 6: Chief2 inscribed the written law of S002
turn 7: Chief2 talked to F2d: "Hi! Want to team up? I'm focused on survive."
turn 7: Chief3 talked to F3d: "Hi! Want to team up? I'm focused on survive."
turn 7: F2d taught 'writing' to Chief2
turn 7: Chief3 taught 'fire' to Juno
turn 7: Chief3 taught 'metalworking' to Juno
turn 7: Town5 sold 2.8 food to RexM6 for 2.1 money (price 0.75/unit)
turn 7: Chief2 sold 5.0 food to F2d for 2.5 money (price 0.50/unit)
turn 7: Chief3 sold 5.0 food to F3d for 2.5 money (price 0.50/unit)
turn 7: MONARCH Rex levied 2.6 from S001 by force (no consent)
turn 7: tribute cascaded up S002: 1.7 members->Chief2, 0.4 Chief2->KING Rex
turn 7: tribute cascaded up S003: 1.7 members->Chief3, 0.4 Chief3->KING Rex
turn 7: S002M4 came to believe 'knowledge is power'
turn 7: S002M5 came to believe 'knowledge is power'
turn 7: F3d took up 'wealth is virtue' from Chief3
turn 7: S003M2 took up 'knowledge is power' from S002M4
turn 7: RexM8 trust in Rex: -2 -> -3 (faith condemns Rex)
turn 7: Town4 trust in Rex: -2 -> -3 (faith condemns Rex)
turn 7: Town5 trust in Rex: -2 -> -3 (faith condemns Rex)
turn 7: Chief3 trust in Rex: -1 -> -3 (faith condemns Rex (denounced by prophet Chief3))
turn 7: F3d trust in Rex: -3 -> -5 (faith condemns Rex (denounced by prophet Chief3))
turn 7: Juno trust in Rex: -2 -> -4 (faith condemns Rex (denounced by prophet Chief3))
turn 7: Chief2 trust in Rex: 3 -> 4 (faith blesses Rex)
turn 7: Iris trust in Rex: 1 -> 2 (faith blesses Rex)
turn 8: Chief2 talked to F2d: "Hi! Want to team up? I'm focused on survive."
turn 8: F2d received from Chief2: "Hi! Want to team up? I'm focused on survive." -> ignore
turn 8: F2d trust in Chief2: 5 -> 6 (friendly message)
turn 8: Chief3 talked to F3d: "Hi! Want to team up? I'm focused on survive."
turn 8: F3d received from Chief3: "Hi! Want to team up? I'm focused on survive." -> ignore
turn 8: F3d trust in Chief3: 5 -> 6 (friendly message)
turn 8: Chief3 discovered 'cooking'
turn 8: Chief3 taught 'cooking' to F3d
turn 8: Chief3 taught 'cooking' to Juno
turn 8: Town5 sold 0.5 food to RexM6 for 0.6 money (price 1.31/unit)
turn 8: F2d sold 5.0 food to Chief2 for 11.0 money (price 2.20/unit)
turn 8: F3d sold 5.0 food to Chief3 for 11.0 money (price 2.20/unit)
turn 8: MONARCH Rex levied 2.4 from S001 by force (no consent)
turn 8: tribute cascaded up S002: 2.6 members->Chief2, 0.7 Chief2->KING Rex
turn 8: tribute cascaded up S003: 2.6 members->Chief3, 0.7 Chief3->KING Rex
turn 8: Rex came to believe 'the land provides'
turn 8: S003M4 came to believe 'knowledge is power'
turn 8: RexM8 trust in Rex: -3 -> -4 (faith condemns Rex)
turn 8: Town4 trust in Rex: -3 -> -4 (faith condemns Rex)
turn 8: Town5 trust in Rex: -3 -> -4 (faith condemns Rex)
turn 8: Chief3 trust in Rex: -3 -> -5 (faith condemns Rex (denounced by prophet Chief3))
turn 8: F3d trust in Rex: -5 -> -7 (faith condemns Rex (denounced by prophet Chief3))
turn 8: Juno trust in Rex: -4 -> -6 (faith condemns Rex (denounced by prophet Chief3))
turn 8: Chief2 trust in Rex: 4 -> 5 (faith blesses Rex)
turn 8: Iris trust in Rex: 2 -> 3 (faith blesses Rex)
turn 9: F2d received from Chief2: "Hi! Want to team up? I'm focused on survive." -> ignore
turn 9: F2d trust in Chief2: 6 -> 7 (friendly message)
turn 9: F3d received from Chief3: "Hi! Want to team up? I'm focused on survive." -> ignore
turn 9: F3d trust in Chief3: 6 -> 7 (friendly message)
turn 9: Chief2 taught 'writing' to Iris
turn 9: Town5 sold 0.5 food to RexM6 for 0.9 money (price 1.81/unit)
turn 9: RexM8 sold 0.3 food to RexM4 for 0.6 money (price 1.82/unit)
turn 9: Chief2 sold 5.0 food to F2d for 7.5 money (price 1.50/unit)
turn 9: Chief3 sold 5.0 food to F3d for 7.5 money (price 1.50/unit)
turn 9: MONARCH Rex levied 2.3 from S001 by force (no consent)
turn 9: tribute cascaded up S002: 1.7 members->Chief2, 0.4 Chief2->KING Rex
turn 9: tribute cascaded up S003: 1.7 members->Chief3, 0.4 Chief3->KING Rex
turn 9: Chief3 BROKE AWAY from Rex's realm — S003 is independent again (loyalty collapsed)
turn 9: Chief2 took up 'the strong take what they want' from F2d
turn 9: F2d took up 'wealth is virtue' from Chief2
turn 9: the Faith of the Enlightened and the Golden Path faded (its shared core dissolved)
turn 9: Chief2 arose as prophet of the Faith of the Enlightened and the Iron Truth
turn 9: RexM8 trust in Rex: -4 -> -5 (faith condemns Rex)
turn 9: Town4 trust in Rex: -4 -> -5 (faith condemns Rex)
turn 9: Town5 trust in Rex: -4 -> -5 (faith condemns Rex)
turn 9: Chief2 trust in Rex: 5 -> 3 (faith condemns Rex (denounced by prophet Chief2))
turn 9: F2d trust in Rex: 0 -> -2 (faith condemns Rex (denounced by prophet Chief2))
turn 9: Iris trust in Rex: 3 -> 1 (faith condemns Rex (denounced by prophet Chief2))
